lat,lon,global_avg,direct_avg,diffuse_avg,clarity_ratio
63.0,13.2,2583.31,1105.56,354.35,0.43
63.0,13.3,2599.02,1111.84,383.72,0.43
63.0,13.4,2502.99,1070.75,373.18,0.43
63.0,13.5,2463.57,1055.16,352.4,0.43
63.0,13.6,2358.86,1010.61,323.43,0.43
63.0,13.7,2191.43,939.07,260.87,0.43
63.0,13.8,2346.05,1003.7,288.21,0.43
63.0,13.9,2650.36,1131.62,417.18,0.43
63.0,14.0,2607.72,1117.54,407.49,0.43
63.0,14.1,2575.12,1105.37,409.76,0.43
63.0,14.2,2577.58,1108.35,426.29,0.43
63.0,14.3,2587.63,1115.66,441.18,0.43
63.0,14.4,2568.6,1107.67,450.68,0.43
63.0,14.5,2605.53,1124.43,454.5,0.43
63.0,14.6,2645.88,1141.17,454.62,0.43
63.0,14.7,2636.4,1135.06,447.68,0.43
63.0,14.8,2634.29,1136.77,434.65,0.43
63.0,14.9,2646.22,1139.65,433.8,0.43
63.0,15.0,2590.8,1114.28,423.68,0.43
63.0,15.1,2545.7,1096.98,404.27,0.43
63.0,15.2,2565.2,1105.35,404.38,0.43
63.0,15.3,2614.57,1124.98,424.38,0.43
63.0,15.4,2682.83,1155.58,442.57,0.43
63.0,15.5,2649.48,1140.77,447.25,0.43
63.0,15.6,2662.66,1144.91,459.49,0.43
63.0,15.7,2640.05,1135.54,427.96,0.43
63.0,15.8,2612.25,1122.92,431.53,0.43
63.0,15.9,2615.2,1124.39,446.81,0.43
63.0,16.0,2726.43,1174.52,461.07,0.43
63.0,16.1,2817.98,1217.08,457.98,0.43
63.0,16.2,2842.97,1228.58,464.82,0.43
63.0,16.3,2744.88,1186.5,442.16,0.43
63.0,16.4,2675.01,1154.63,434.39,0.43
63.0,16.5,2662.66,1149.17,430.43,0.43
63.0,16.6,2719.26,1176.04,440.88,0.43
63.0,16.7,2693.24,1165.67,423.63,0.43
63.0,16.8,2659.35,1148.3,410.84,0.43
63.0,16.9,2648.53,1142.99,405.42,0.43
63.0,17.0,2667.77,1153.27,409.36,0.43
63.0,17.1,2740.95,1187.48,422.39,0.43
63.0,17.2,2702.64,1171.16,409.23,0.43
63.0,17.3,2688.07,1161.27,404.09,0.43
63.0,17.4,2682.13,1160.83,402.46,0.43
63.0,17.5,2712.07,1176.68,405.07,0.43
63.0,17.6,2713.38,1177.5,409.85,0.43
63.0,17.7,2729.13,1186.45,404.63,0.43
63.0,17.8,2761.89,1202.68,416.88,0.44
63.0,17.9,2772.36,1202.35,424.33,0.43
63.0,18.0,2797.13,1214.43,418.07,0.43
63.0,18.1,2744.6,1188.82,402.12,0.43
63.0,18.2,2713.84,1177.23,387.24,0.43
63.0,18.3,2737.63,1188.52,407.16,0.43
63.0,18.4,2781.42,1205.87,415.96,0.43
63.1,12.0,2138.65,919.52,256.19,0.43
63.1,12.1,2203.0,944.57,253.51,0.43
63.1,12.2,2231.75,954.39,254.85,0.43
63.1,12.3,2166.62,926.4,256.89,0.43
63.1,12.4,2145.89,918.51,257.52,0.43
63.1,12.5,2086.12,892.97,227.76,0.43
63.1,12.6,2142.49,915.66,238.49,0.43
63.1,12.7,2213.42,945.07,270.41,0.43
63.1,12.8,2384.77,1017.12,350.81,0.43
63.1,12.9,2297.34,981.98,313.29,0.43
63.1,13.0,2216.33,948.57,275.68,0.43
63.1,13.1,2133.96,912.93,244.31,0.43
63.1,13.2,2148.15,919.89,233.72,0.43
63.1,13.3,2241.18,958.48,245.89,0.43
63.1,13.4,2359.11,1012.76,295.77,0.43
63.1,13.5,2289.52,980.63,287.24,0.43
63.1,13.6,2189.89,939.03,265.06,0.43
63.1,13.7,2199.52,942.57,264.71,0.43
63.1,13.8,2292.06,982.54,276.4,0.43
63.1,13.9,2470.28,1060.34,371.83,0.43
63.1,14.0,2408.3,1035.52,373.96,0.43
63.1,14.1,2369.21,1019.83,378.84,0.43
63.1,14.2,2374.73,1022.47,382.0,0.43
63.1,14.3,2404.2,1035.88,400.0,0.43
63.1,14.4,2456.88,1066.12,409.36,0.43
63.1,14.5,2405.42,1035.12,388.52,0.43
63.1,14.6,2427.43,1043.66,390.84,0.43
63.1,14.7,2500.63,1074.61,409.54,0.43
63.1,14.8,2566.35,1106.62,433.89,0.43
63.1,14.9,2494.98,1073.52,428.68,0.43
63.1,15.0,2464.47,1060.18,421.28,0.43
63.1,15.1,2435.33,1047.62,395.69,0.43
63.1,15.2,2510.81,1079.77,403.77,0.43
63.1,15.3,2624.47,1129.6,436.98,0.43
63.1,15.4,2585.53,1112.52,419.78,0.43
63.1,15.5,2544.24,1094.92,407.34,0.43
63.1,15.6,2534.76,1089.6,411.06,0.43
63.1,15.7,2563.26,1102.78,412.01,0.43
63.1,15.8,2550.74,1098.01,411.03,0.43
63.1,15.9,2541.88,1094.09,405.08,0.43
63.1,16.0,2633.23,1134.11,428.83,0.43
63.1,16.1,2783.77,1200.24,451.4,0.43
63.1,16.2,2784.54,1201.39,448.62,0.43
63.1,16.3,2712.29,1171.78,423.08,0.43
63.1,16.4,2650.89,1147.57,412.22,0.43
63.1,16.5,2665.62,1151.58,439.6,0.43
63.1,16.6,2675.63,1154.3,439.03,0.43
63.1,16.7,2709.67,1169.03,438.05,0.43
63.1,16.8,2715.19,1173.96,425.99,0.43
63.1,16.9,2703.67,1170.22,419.48,0.43
63.1,17.0,2654.13,1149.89,395.86,0.43
63.1,17.1,2630.86,1138.33,380.89,0.43
63.1,17.2,2665.56,1151.92,412.72,0.43
63.1,17.3,2667.25,1154.59,408.2,0.43
63.1,17.4,2685.68,1165.0,412.62,0.43
63.1,17.5,2745.67,1190.73,420.22,0.43
63.1,17.6,2747.99,1192.79,419.47,0.43
63.1,17.7,2769.42,1201.42,418.92,0.43
63.1,17.8,2711.15,1178.06,409.71,0.43
63.1,17.9,2690.0,1166.24,412.71,0.43
63.1,18.0,2720.73,1177.0,422.47,0.43
63.1,18.1,2733.52,1181.27,409.01,0.43
63.1,18.2,2738.32,1184.33,401.43,0.43
63.1,18.3,2747.65,1190.47,402.09,0.43
63.1,18.4,2782.33,1205.38,427.64,0.43
63.1,18.5,2829.2,1226.86,445.97,0.43
63.1,18.6,2784.89,1211.88,442.25,0.44
63.2,12.0,2025.99,867.3,227.01,0.43
63.2,12.1,2039.45,874.48,228.53,0.43
63.2,12.2,1962.25,839.46,197.73,0.43
63.2,12.3,1939.23,828.32,191.43,0.43
63.2,12.4,2174.93,930.18,281.92,0.43
63.2,12.5,2106.33,901.13,246.66,0.43
63.2,12.6,2093.97,896.15,233.79,0.43
63.2,12.7,2088.08,894.1,225.93,0.43
63.2,12.8,2128.94,909.87,247.45,0.43
63.2,12.9,2102.79,900.76,240.47,0.43
63.2,13.0,2154.96,923.71,259.15,0.43
63.2,13.1,2249.98,967.12,303.57,0.43
63.2,13.2,2192.42,943.51,273.07,0.43
63.2,13.3,2072.75,889.58,240.76,0.43
63.2,13.4,2157.4,927.69,266.88,0.43
63.2,13.5,2117.67,913.02,236.63,0.43
63.2,13.6,2080.19,897.88,236.87,0.43
63.2,13.7,2024.38,870.77,231.69,0.43
63.2,13.8,1964.38,844.14,211.35,0.43
63.2,13.9,2042.55,878.09,260.65,0.43
63.2,14.0,2161.63,930.75,307.47,0.43
63.2,14.1,2285.1,988.94,359.77,0.43
63.2,14.2,2349.16,1018.54,368.37,0.43
63.2,14.3,2384.71,1036.65,386.02,0.43
63.2,14.4,2384.85,1036.42,371.47,0.43
63.2,14.5,2343.58,1011.78,360.82,0.43
63.2,14.6,2362.02,1020.89,361.64,0.43
63.2,14.7,2301.27,991.96,353.76,0.43
63.2,14.8,2342.0,1007.93,371.97,0.43
63.2,14.9,2402.67,1034.44,388.96,0.43
63.2,15.0,2400.27,1033.49,387.52,0.43
63.2,15.1,2467.48,1062.73,398.78,0.43
63.2,15.2,2546.22,1098.78,421.55,0.43
63.2,15.3,2525.01,1088.86,407.97,0.43
63.2,15.4,2519.92,1088.71,404.07,0.43
63.2,15.5,2484.09,1070.88,394.4,0.43
63.2,15.6,2511.37,1082.8,395.79,0.43
63.2,15.7,2537.98,1097.17,400.54,0.43
63.2,15.8,2542.0,1096.19,402.45,0.43
63.2,15.9,2538.62,1096.39,411.33,0.43
63.2,16.0,2603.88,1123.13,419.77,0.43
63.2,16.1,2666.72,1150.79,433.0,0.43
63.2,16.2,2682.87,1158.0,429.13,0.43
63.2,16.3,2647.41,1141.43,423.97,0.43
63.2,16.4,2576.25,1110.74,414.0,0.43
63.2,16.5,2540.87,1093.4,399.68,0.43
63.2,16.6,2589.85,1115.86,418.08,0.43
63.2,16.7,2676.58,1154.76,420.72,0.43
63.2,16.8,2687.44,1161.91,422.28,0.43
63.2,16.9,2715.96,1177.92,424.19,0.43
63.2,17.0,2679.11,1162.08,411.45,0.43
63.2,17.1,2588.41,1122.26,390.08,0.43
63.2,17.2,2566.17,1113.12,383.45,0.43
63.2,17.3,2592.49,1123.83,395.67,0.43
63.2,17.4,2662.49,1154.03,404.48,0.43
63.2,17.5,2684.49,1164.65,405.93,0.43
63.2,17.6,2715.47,1178.47,416.58,0.43
63.2,17.7,2697.42,1168.88,419.55,0.43
63.2,17.8,2673.82,1158.56,412.68,0.43
63.2,17.9,2649.55,1147.21,405.32,0.43
63.2,18.0,2645.55,1143.44,407.68,0.43
63.2,18.1,2720.0,1178.92,415.38,0.43
63.2,18.2,2747.56,1188.58,429.28,0.43
63.2,18.3,2751.35,1191.02,429.19,0.43
63.2,18.4,2754.76,1194.14,429.88,0.43
63.2,18.5,2804.98,1219.09,445.47,0.43
63.2,18.6,2836.58,1230.42,457.92,0.43
63.2,18.7,2914.2,1264.66,483.33,0.43
63.2,18.8,2949.28,1284.37,480.72,0.44
63.3,12.1,2004.09,859.35,214.18,0.43
63.3,12.2,2104.0,904.08,265.43,0.43
63.3,12.3,2137.42,918.87,273.08,0.43
63.3,12.4,2097.3,901.63,260.69,0.43
63.3,12.5,2100.58,905.98,259.83,0.43
63.3,12.6,2174.33,940.18,269.28,0.43
63.3,12.7,2149.99,926.24,254.42,0.43
63.3,12.8,2095.64,899.95,233.89,0.43
63.3,12.9,2054.91,882.21,217.76,0.43
63.3,13.0,2090.33,899.26,231.22,0.43
63.3,13.1,2167.64,929.93,260.3,0.43
63.3,13.2,2236.02,960.37,305.99,0.43
63.3,13.3,2121.26,913.11,264.45,0.43
63.3,13.4,2073.99,892.69,257.2,0.43
63.3,13.5,2080.19,895.35,245.52,0.43
63.3,13.6,2120.43,914.42,254.22,0.43
63.3,13.7,2103.6,908.21,260.61,0.43
63.3,13.8,2146.02,927.38,268.11,0.43
63.3,13.9,2132.87,921.47,264.28,0.43
63.3,14.0,2143.84,925.92,288.47,0.43
63.3,14.1,2297.86,996.09,339.47,0.43
63.3,14.2,2347.88,1019.54,355.02,0.43
63.3,14.3,2294.68,990.69,331.23,0.43
63.3,14.4,2276.8,981.26,330.87,0.43
63.3,14.5,2241.99,967.29,319.13,0.43
63.3,14.6,2227.54,959.37,320.69,0.43
63.3,14.7,2275.08,980.11,338.99,0.43
63.3,14.8,2317.55,998.1,362.89,0.43
63.3,14.9,2320.17,999.18,360.23,0.43
63.3,15.0,2342.88,1010.5,359.83,0.43
63.3,15.1,2414.14,1041.63,387.62,0.43
63.3,15.2,2434.76,1048.08,401.07,0.43
63.3,15.3,2462.05,1059.83,381.98,0.43
63.3,15.4,2478.77,1067.26,373.25,0.43
63.3,15.5,2450.56,1054.7,371.8,0.43
63.3,15.6,2497.03,1075.16,397.42,0.43
63.3,15.7,2522.58,1086.69,413.62,0.43
63.3,15.8,2542.35,1095.52,412.5,0.43
63.3,15.9,2487.15,1070.56,391.64,0.43
63.3,16.0,2478.84,1065.18,398.27,0.43
63.3,16.1,2535.02,1089.1,422.11,0.43
63.3,16.2,2587.8,1112.07,427.0,0.43
63.3,16.3,2568.85,1107.27,420.02,0.43
63.3,16.4,2530.13,1087.98,397.83,0.43
63.3,16.5,2548.14,1096.83,402.37,0.43
63.3,16.6,2600.22,1122.41,415.72,0.43
63.3,16.7,2649.94,1146.23,423.09,0.43
63.3,16.8,2634.89,1140.66,421.87,0.43
63.3,16.9,2608.32,1129.08,411.84,0.43
63.3,17.0,2590.79,1119.17,398.5,0.43
63.3,17.1,2610.27,1129.02,402.77,0.43
63.3,17.2,2603.08,1127.58,405.47,0.43
63.3,17.3,2626.07,1135.89,416.69,0.43
63.3,17.4,2630.78,1137.63,419.45,0.43
63.3,17.5,2623.54,1135.4,417.32,0.43
63.3,17.6,2633.07,1139.33,409.85,0.43
63.3,17.7,2667.9,1153.67,417.64,0.43
63.3,17.8,2683.46,1159.93,416.74,0.43
63.3,17.9,2688.57,1162.48,414.34,0.43
63.3,18.0,2653.59,1148.44,405.22,0.43
63.3,18.1,2682.97,1162.74,417.22,0.43
63.3,18.2,2758.42,1194.7,447.45,0.43
63.3,18.3,2751.6,1194.12,438.18,0.43
63.3,18.4,2772.29,1202.74,438.01,0.43
63.3,18.5,2791.02,1212.9,438.67,0.43
63.3,18.6,2799.36,1217.4,439.5,0.43
63.3,18.7,2833.41,1232.17,451.78,0.43
63.3,18.8,2892.44,1257.52,471.88,0.43
63.3,18.9,2927.61,1271.81,478.77,0.43
63.3,19.0,2944.97,1278.17,481.17,0.43
63.4,12.2,2091.05,899.92,245.94,0.43
63.4,12.3,2114.38,911.23,267.97,0.43
63.4,12.4,2203.24,949.64,293.97,0.43
63.4,12.5,2216.65,953.36,308.58,0.43
63.4,12.6,2181.59,938.57,302.69,0.43
63.4,12.7,2120.11,913.14,267.82,0.43
63.4,12.8,2045.44,881.93,235.17,0.43
63.4,12.9,2059.02,887.62,225.97,0.43
63.4,13.0,2077.11,896.07,232.76,0.43
63.4,13.1,2184.5,941.82,281.26,0.43
63.4,13.2,2122.19,914.3,268.0,0.43
63.4,13.3,2076.14,895.17,250.71,0.43
63.4,13.4,2122.37,915.37,256.17,0.43
63.4,13.5,2116.43,912.17,233.36,0.43
63.4,13.6,2056.99,886.95,212.09,0.43
63.4,13.7,2098.98,906.18,234.38,0.43
63.4,13.8,2180.82,942.57,270.63,0.43
63.4,13.9,2205.22,952.33,298.04,0.43
63.4,14.0,2166.03,934.18,291.87,0.43
63.4,14.1,2216.72,956.09,324.54,0.43
63.4,14.2,2366.67,1023.81,359.28,0.43
63.4,14.3,2395.72,1040.88,356.28,0.43
63.4,14.4,2293.68,989.02,315.6,0.43
63.4,14.5,2231.65,961.25,308.09,0.43
63.4,14.6,2245.73,968.0,314.17,0.43
63.4,14.7,2296.33,990.29,330.8,0.43
63.4,14.8,2305.13,993.8,333.12,0.43
63.4,14.9,2334.63,1007.21,355.17,0.43
63.4,15.0,2397.06,1033.1,385.97,0.43
63.4,15.1,2414.9,1038.77,383.52,0.43
63.4,15.2,2452.49,1054.13,388.54,0.43
63.4,15.3,2456.68,1058.59,380.52,0.43
63.4,15.4,2449.86,1056.27,363.47,0.43
63.4,15.5,2438.27,1049.86,355.05,0.43
63.4,15.6,2444.69,1052.71,383.27,0.43
63.4,15.7,2457.78,1059.43,393.91,0.43
63.4,15.8,2467.33,1061.36,397.05,0.43
63.4,15.9,2445.65,1051.44,399.62,0.43
63.4,16.0,2437.07,1046.36,392.22,0.43
63.4,16.1,2480.95,1064.69,407.59,0.43
63.4,16.2,2569.76,1103.5,428.37,0.43
63.4,16.3,2608.04,1122.58,434.72,0.43
63.4,16.4,2605.32,1123.68,421.6,0.43
63.4,16.5,2610.78,1127.63,431.47,0.43
63.4,16.6,2626.25,1135.16,439.76,0.43
63.4,16.7,2618.27,1130.41,425.73,0.43
63.4,16.8,2583.32,1114.12,414.14,0.43
63.4,16.9,2601.67,1123.88,416.09,0.43
63.4,17.0,2587.83,1118.85,410.68,0.43
63.4,17.1,2553.46,1102.44,404.08,0.43
63.4,17.2,2568.58,1108.26,421.16,0.43
63.4,17.3,2608.56,1125.29,419.61,0.43
63.4,17.4,2584.25,1115.9,401.72,0.43
63.4,17.5,2554.32,1103.73,399.12,0.43
63.4,17.6,2541.67,1097.57,395.18,0.43
63.4,17.7,2600.94,1123.76,405.22,0.43
63.4,17.8,2635.62,1139.55,409.74,0.43
63.4,17.9,2648.23,1145.89,416.42,0.43
63.4,18.0,2666.5,1154.69,416.85,0.43
63.4,18.1,2689.68,1164.17,422.24,0.43
63.4,18.2,2722.92,1180.85,440.85,0.43
63.4,18.3,2716.43,1178.56,427.66,0.43
63.4,18.4,2726.48,1184.38,424.48,0.43
63.4,18.5,2748.93,1193.16,421.17,0.43
63.4,18.6,2791.56,1209.37,439.81,0.43
63.4,18.7,2817.88,1221.6,459.47,0.43
63.4,18.8,2833.78,1228.8,464.84,0.43
63.4,18.9,2872.02,1245.97,481.59,0.43
63.4,19.0,2905.43,1260.57,484.3,0.43
63.4,19.1,2920.62,1267.42,485.16,0.43
63.4,19.2,2991.1,1296.79,510.47,0.43
63.4,19.3,3028.53,1315.98,518.03,0.43
63.5,12.2,2014.37,865.52,221.52,0.43
63.5,12.3,2028.13,871.5,246.52,0.43
63.5,12.4,2047.89,880.26,255.98,0.43
63.5,12.5,2088.44,898.73,268.84,0.43
63.5,12.6,2035.13,875.52,255.85,0.43
63.5,12.7,1989.19,857.49,210.38,0.43
63.5,12.8,1998.82,860.75,212.3,0.43
63.5,12.9,1962.52,844.3,203.66,0.43
63.5,13.0,1968.58,846.88,212.63,0.43
63.5,13.1,2044.52,880.39,233.25,0.43
63.5,13.2,2065.63,892.4,229.87,0.43
63.5,13.3,1978.14,853.43,186.81,0.43
63.5,13.4,1944.85,837.83,162.81,0.43
63.5,13.5,1952.22,841.13,170.53,0.43
63.5,13.6,2030.44,875.91,199.9,0.43
63.5,13.7,2040.99,880.83,206.47,0.43
63.5,13.8,2042.02,881.14,225.22,0.43
63.5,13.9,2080.11,898.85,268.83,0.43
63.5,14.0,2122.43,916.25,283.83,0.43
63.5,14.1,2206.03,950.03,314.68,0.43
63.5,14.2,2365.28,1018.58,371.32,0.43
63.5,14.3,2358.18,1017.13,354.87,0.43
63.5,14.4,2293.36,989.12,327.23,0.43
63.5,14.5,2229.4,960.33,307.25,0.43
63.5,14.6,2246.31,966.96,314.97,0.43
63.5,14.7,2281.08,983.06,320.95,0.43
63.5,14.8,2325.74,1002.63,335.87,0.43
63.5,14.9,2396.87,1033.39,351.73,0.43
63.5,15.0,2413.1,1038.25,348.83,0.43
63.5,15.1,2453.2,1054.86,371.07,0.43
63.5,15.2,2499.78,1075.32,392.18,0.43
63.5,15.3,2507.52,1080.0,389.93,0.43
63.5,15.4,2501.76,1081.01,372.02,0.43
63.5,15.5,2463.1,1063.57,354.25,0.43
63.5,15.6,2386.8,1028.95,346.48,0.43
63.5,15.7,2397.44,1031.64,358.57,0.43
63.5,15.8,2415.53,1037.65,370.32,0.43
63.5,15.9,2435.91,1046.52,384.07,0.43
63.5,16.0,2443.65,1049.84,386.18,0.43
63.5,16.1,2483.14,1067.28,399.66,0.43
63.5,16.2,2550.13,1097.89,419.29,0.43
63.5,16.3,2620.44,1129.46,429.28,0.43
63.5,16.4,2533.07,1091.24,414.67,0.43
63.5,16.5,2526.4,1090.21,407.38,0.43
63.5,16.6,2524.39,1087.65,411.28,0.43
63.5,16.7,2540.05,1095.97,407.58,0.43
63.5,16.8,2503.23,1082.32,392.58,0.43
63.5,16.9,2530.87,1092.94,403.48,0.43
63.5,17.0,2505.56,1081.19,397.24,0.43
63.5,17.1,2475.02,1066.95,382.67,0.43
63.5,17.2,2456.74,1056.72,372.58,0.43
63.5,17.3,2462.02,1061.67,386.37,0.43
63.5,17.4,2473.69,1066.87,394.99,0.43
63.5,17.5,2477.22,1068.89,392.11,0.43
63.5,17.6,2474.31,1067.46,384.03,0.43
63.5,17.7,2545.19,1101.51,400.94,0.43
63.5,17.8,2576.81,1115.62,402.73,0.43
63.5,17.9,2567.19,1112.62,398.74,0.43
63.5,18.0,2599.12,1125.73,407.04,0.43
63.5,18.1,2633.78,1142.41,409.23,0.43
63.5,18.2,2680.72,1161.65,427.08,0.43
63.5,18.3,2664.04,1153.87,427.57,0.43
63.5,18.4,2655.52,1150.65,415.73,0.43
63.5,18.5,2666.28,1154.27,416.64,0.43
63.5,18.6,2721.53,1178.32,435.77,0.43
63.5,18.7,2778.09,1202.46,448.32,0.43
63.5,18.8,2790.29,1209.56,448.99,0.43
63.5,18.9,2844.4,1235.59,470.46,0.43
63.5,19.0,2831.83,1228.17,468.89,0.43
63.5,19.1,2894.1,1254.68,476.56,0.43
63.5,19.2,2940.25,1274.63,500.47,0.43
63.5,19.3,2967.36,1286.11,509.28,0.43
63.5,19.4,2993.06,1298.29,508.33,0.43
63.5,19.5,3021.56,1314.09,504.33,0.43
63.6,12.3,1987.11,857.38,223.54,0.43
63.6,12.4,1985.05,856.35,227.53,0.43
63.6,12.5,2017.22,870.23,244.88,0.43
63.6,12.6,1987.11,859.82,216.3,0.43
63.6,12.7,2017.24,870.53,218.37,0.43
63.6,12.8,2020.19,871.85,231.72,0.43
63.6,12.9,2018.23,872.17,238.88,0.43
63.6,13.0,2160.14,939.77,256.08,0.44
63.6,13.1,2118.87,916.82,225.54,0.43
63.6,13.2,2038.37,879.8,199.46,0.43
63.6,13.3,1998.11,862.43,190.5,0.43
63.6,13.4,1944.25,839.37,164.19,0.43
63.6,13.5,1965.71,848.77,179.16,0.43
63.6,13.6,1956.41,844.08,197.72,0.43
63.6,13.7,2005.02,864.72,227.68,0.43
63.6,13.8,2041.18,880.23,246.13,0.43
63.6,13.9,2107.15,908.38,269.41,0.43
63.6,14.0,2307.88,996.72,324.75,0.43
63.6,14.1,2387.96,1034.91,353.52,0.43
63.6,14.2,2292.53,991.58,334.92,0.43
63.6,14.3,2257.75,973.12,316.95,0.43
63.6,14.4,2192.48,944.44,303.97,0.43
63.6,14.5,2192.18,943.15,298.83,0.43
63.6,14.6,2233.28,960.69,306.37,0.43
63.6,14.7,2289.33,987.02,315.92,0.43
63.6,14.8,2296.55,990.17,310.68,0.43
63.6,14.9,2360.01,1016.59,328.48,0.43
63.6,15.0,2413.3,1039.6,350.71,0.43
63.6,15.1,2472.48,1064.52,366.08,0.43
63.6,15.2,2504.94,1079.52,379.97,0.43
63.6,15.3,2482.65,1071.52,367.9,0.43
63.6,15.4,2539.81,1100.2,370.38,0.43
63.6,15.5,2468.83,1065.56,351.24,0.43
63.6,15.6,2401.99,1034.79,344.88,0.43
63.6,15.7,2400.36,1033.62,358.25,0.43
63.6,15.8,2446.55,1053.19,381.62,0.43
63.6,15.9,2404.46,1033.59,380.38,0.43
63.6,16.0,2508.66,1080.49,408.82,0.43
63.6,16.1,2487.61,1071.89,429.96,0.43
63.6,16.2,2472.78,1065.68,423.43,0.43
63.6,16.3,2488.47,1073.48,417.87,0.43
63.6,16.4,2462.66,1061.35,409.03,0.43
63.6,16.5,2438.33,1050.82,394.69,0.43
63.6,16.6,2459.6,1061.06,395.34,0.43
63.6,16.7,2439.33,1052.38,380.9,0.43
63.6,16.8,2475.42,1068.47,390.95,0.43
63.6,16.9,2489.55,1073.77,393.37,0.43
63.6,17.0,2467.27,1063.75,389.85,0.43
63.6,17.1,2435.05,1050.24,372.99,0.43
63.6,17.2,2363.62,1019.51,354.43,0.43
63.6,17.3,2356.38,1016.04,364.64,0.43
63.6,17.4,2401.07,1035.08,375.9,0.43
63.6,17.5,2428.12,1048.52,375.08,0.43
63.6,17.6,2421.6,1047.53,367.36,0.43
63.6,17.7,2470.04,1066.95,391.68,0.43
63.6,17.8,2537.76,1096.76,408.97,0.43
63.6,17.9,2570.0,1111.82,417.07,0.43
63.6,18.0,2583.76,1117.09,425.57,0.43
63.6,18.1,2601.03,1123.97,426.71,0.43
63.6,18.2,2566.67,1109.26,424.8,0.43
63.6,18.3,2604.2,1126.85,440.88,0.43
63.6,18.4,2649.72,1144.87,459.35,0.43
63.6,18.5,2642.34,1142.38,446.37,0.43
63.6,18.6,2663.15,1153.76,428.2,0.43
63.6,18.7,2692.86,1165.97,430.03,0.43
63.6,18.8,2744.34,1187.69,442.31,0.43
63.6,18.9,2766.77,1198.08,445.47,0.43
63.6,19.0,2800.41,1212.37,452.63,0.43
63.6,19.1,2841.68,1230.78,472.93,0.43
63.6,19.2,2877.98,1245.89,485.95,0.43
63.6,19.3,2912.02,1261.08,492.77,0.43
63.6,19.4,2929.38,1270.31,493.62,0.43
63.6,19.5,2927.44,1269.26,489.38,0.43
63.6,19.6,2938.34,1274.68,494.23,0.43
63.6,19.7,2946.83,1276.96,494.26,0.43
63.7,12.4,1959.1,847.9,208.63,0.43
63.7,12.5,1967.98,852.45,204.11,0.43
63.7,12.6,1978.17,857.46,193.12,0.43
63.7,12.7,1997.22,865.53,186.6,0.43
63.7,12.8,1976.92,856.06,185.44,0.43
63.7,12.9,2065.33,896.07,218.97,0.43
63.7,13.0,2059.05,893.98,214.03,0.43
63.7,13.1,1986.05,859.21,174.07,0.43
63.7,13.2,1931.72,835.06,162.17,0.43
63.7,13.3,1892.59,818.31,149.22,0.43
63.7,13.4,1933.05,833.95,168.17,0.43
63.7,13.5,1969.92,849.1,198.92,0.43
63.7,13.6,2017.48,870.99,231.28,0.43
63.7,13.7,1990.89,858.83,243.15,0.43
63.7,13.8,2043.98,881.27,261.45,0.43
63.7,13.9,2102.05,906.16,270.68,0.43
63.7,14.0,2143.56,922.17,247.85,0.43
63.7,14.1,2176.62,935.5,295.23,0.43
63.7,14.2,2233.13,960.2,330.0,0.43
63.7,14.3,2276.21,981.5,329.05,0.43
63.7,14.4,2272.04,979.07,317.79,0.43
63.7,14.5,2260.68,974.11,324.09,0.43
63.7,14.6,2290.12,987.71,326.67,0.43
63.7,14.7,2353.57,1015.89,331.72,0.43
63.7,14.8,2404.7,1037.54,340.42,0.43
63.7,14.9,2427.12,1047.29,352.78,0.43
63.7,15.0,2470.71,1067.63,369.62,0.43
63.7,15.1,2504.56,1085.8,375.99,0.43
63.7,15.2,2461.82,1064.31,363.62,0.43
63.7,15.3,2432.86,1050.47,352.86,0.43
63.7,15.4,2428.51,1047.17,350.8,0.43
63.7,15.5,2414.87,1040.48,361.21,0.43
63.7,15.6,2382.4,1026.41,368.76,0.43
63.7,15.7,2375.29,1022.75,370.58,0.43
63.7,15.8,2425.24,1044.12,395.28,0.43
63.7,15.9,2418.1,1040.6,389.01,0.43
63.7,16.0,2443.15,1051.48,401.17,0.43
63.7,16.1,2444.68,1053.12,398.18,0.43
63.7,16.2,2450.34,1056.84,401.67,0.43
63.7,16.3,2491.87,1073.83,417.07,0.43
63.7,16.4,2408.94,1038.33,388.04,0.43
63.7,16.5,2400.48,1033.46,396.46,0.43
63.7,16.6,2404.59,1036.67,387.3,0.43
63.7,16.7,2393.24,1032.8,374.97,0.43
63.7,16.8,2425.92,1047.3,378.67,0.43
63.7,16.9,2458.47,1063.06,381.79,0.43
63.7,17.0,2398.61,1035.33,366.27,0.43
63.7,17.1,2347.29,1012.83,342.64,0.43
63.7,17.2,2331.83,1004.79,345.11,0.43
63.7,17.3,2324.61,1001.27,347.78,0.43
63.7,17.4,2362.92,1018.33,357.59,0.43
63.7,17.5,2356.6,1016.07,356.55,0.43
63.7,17.6,2367.2,1022.48,367.22,0.43
63.7,17.7,2394.64,1033.34,380.93,0.43
63.7,17.8,2457.12,1059.79,395.77,0.43
63.7,17.9,2476.99,1068.77,412.27,0.43
63.7,18.0,2480.91,1070.11,419.72,0.43
63.7,18.1,2495.03,1076.45,411.09,0.43
63.7,18.2,2512.11,1084.01,421.56,0.43
63.7,18.3,2572.37,1114.36,437.08,0.43
63.7,18.4,2558.48,1107.28,423.06,0.43
63.7,18.5,2565.8,1110.27,411.64,0.43
63.7,18.6,2630.75,1137.7,434.82,0.43
