lat,lon,global_avg,direct_avg,diffuse_avg,clarity_ratio
59.6,12.1,3178.26,1371.35,458.05,0.43
59.6,12.2,3152.93,1360.38,439.36,0.43
59.6,12.3,3162.28,1365.42,439.15,0.43
59.6,12.4,3180.29,1373.33,450.34,0.43
59.6,12.5,3162.32,1367.76,443.58,0.43
59.6,12.6,3149.19,1367.29,441.78,0.43
59.6,12.7,3186.78,1381.7,450.97,0.43
59.6,12.8,3171.33,1374.49,450.5,0.43
59.6,12.9,3210.9,1397.13,461.4,0.44
59.6,13.0,3191.13,1384.2,466.54,0.43
59.6,13.1,3194.88,1384.28,479.47,0.43
59.6,13.2,3182.26,1380.0,481.19,0.43
59.6,13.3,3180.96,1379.97,483.38,0.43
59.6,13.4,3164.73,1371.42,476.23,0.43
59.6,13.5,3151.79,1367.35,470.79,0.43
59.6,13.6,3133.33,1358.52,475.09,0.43
59.6,13.7,3108.12,1349.06,503.78,0.43
59.6,13.8,3056.37,1323.16,496.73,0.43
59.6,13.9,3069.66,1327.66,509.22,0.43
59.6,14.0,3068.13,1326.19,511.68,0.43
59.6,14.1,3069.18,1327.29,519.73,0.43
59.6,14.2,3061.67,1325.17,516.39,0.43
59.6,14.3,3170.52,1373.14,555.71,0.43
59.6,14.4,3073.63,1326.99,517.31,0.43
59.6,14.5,3056.13,1318.61,515.05,0.43
59.6,14.6,3092.93,1339.01,527.85,0.43
59.6,14.7,2974.33,1284.3,486.07,0.43
59.6,14.8,2852.3,1232.02,441.23,0.43
59.6,14.9,2828.42,1221.49,421.43,0.43
59.6,15.0,2872.7,1245.59,419.43,0.43
59.6,15.1,2767.15,1195.16,392.79,0.43
59.6,15.2,2777.91,1203.88,396.38,0.43
59.6,15.3,2747.55,1190.82,393.68,0.43
59.6,15.4,2716.5,1176.92,376.03,0.43
59.6,15.5,2705.52,1172.45,383.54,0.43
59.6,15.6,2700.33,1171.23,380.06,0.43
59.6,15.7,2720.84,1180.44,390.95,0.43
59.6,15.8,2765.24,1199.31,392.2,0.43
59.6,15.9,2785.53,1209.06,398.86,0.43
59.6,16.0,2828.66,1228.25,424.03,0.43
59.6,16.1,2860.68,1242.87,431.94,0.43
59.6,16.2,2857.63,1241.95,433.49,0.43
59.6,16.3,2848.38,1238.28,437.1,0.43
59.6,16.4,2841.38,1234.98,445.44,0.43
59.6,16.5,2791.48,1214.2,432.49,0.43
59.6,16.6,2880.21,1257.06,461.65,0.44
59.6,16.7,2806.88,1219.55,426.44,0.43
59.6,16.8,2806.34,1220.4,433.42,0.43
59.6,16.9,2785.55,1211.61,419.35,0.43
59.6,17.0,2816.53,1224.98,416.94,0.43
59.6,17.1,2831.52,1233.18,421.58,0.44
59.6,17.2,2807.42,1221.8,430.74,0.44
59.6,17.3,2780.88,1211.27,429.43,0.44
59.6,17.4,2819.64,1230.25,445.34,0.44
59.6,17.5,2777.45,1210.14,418.31,0.44
59.6,17.6,2806.48,1222.38,429.31,0.44
59.6,17.7,2923.92,1276.35,468.58,0.44
59.6,17.8,2849.7,1243.86,454.59,0.44
59.6,17.9,2809.17,1224.27,439.81,0.44
59.6,18.0,2733.67,1191.67,427.53,0.44
59.6,18.1,2694.46,1174.24,413.77,0.44
59.6,18.2,2652.69,1156.21,394.12,0.44
59.6,18.3,2603.51,1133.97,362.59,0.44
59.7,11.8,3135.08,1356.54,438.91,0.43
59.7,11.9,3118.96,1346.37,437.72,0.43
59.7,12.0,3127.32,1349.13,447.68,0.43
59.7,12.1,3138.55,1354.63,443.37,0.43
59.7,12.2,3125.07,1348.97,437.22,0.43
59.7,12.3,3126.42,1351.16,437.47,0.43
59.7,12.4,3120.49,1349.19,438.96,0.43
59.7,12.5,3132.33,1357.83,437.89,0.43
59.7,12.6,3098.74,1341.93,425.12,0.43
59.7,12.7,3122.84,1349.57,424.21,0.43
59.7,12.8,3147.41,1360.53,437.07,0.43
59.7,12.9,3148.36,1362.01,442.67,0.43
59.7,13.0,3158.34,1365.85,465.87,0.43
59.7,13.1,3143.56,1358.67,471.23,0.43
59.7,13.2,3147.92,1366.53,470.63,0.43
59.7,13.3,3110.72,1347.14,464.88,0.43
59.7,13.4,3138.24,1362.26,487.43,0.43
59.7,13.5,3067.44,1328.24,455.85,0.43
59.7,13.6,3077.03,1332.92,471.27,0.43
59.7,13.7,3046.65,1317.68,482.96,0.43
59.7,13.8,3087.92,1333.12,512.87,0.43
59.7,13.9,3081.01,1331.02,520.63,0.43
59.7,14.0,3058.92,1321.3,522.14,0.43
59.7,14.1,3051.99,1317.28,522.56,0.43
59.7,14.2,3065.97,1325.67,519.87,0.43
59.7,14.3,3129.87,1353.25,536.62,0.43
59.7,14.4,3061.47,1320.83,520.98,0.43
59.7,14.5,3126.96,1354.75,528.49,0.43
59.7,14.6,3043.28,1316.83,521.48,0.43
59.7,14.7,2863.32,1235.18,465.74,0.43
59.7,14.8,2842.64,1226.64,440.72,0.43
59.7,14.9,2879.04,1242.28,446.47,0.43
59.7,15.0,2914.99,1259.01,438.91,0.43
59.7,15.1,2901.4,1256.02,432.91,0.43
59.7,15.2,2899.94,1255.43,433.47,0.43
59.7,15.3,2878.92,1245.67,417.3,0.43
59.7,15.4,2807.69,1215.78,391.48,0.43
59.7,15.5,2766.12,1197.62,392.58,0.43
59.7,15.6,2727.63,1181.12,395.71,0.43
59.7,15.7,2764.69,1197.84,392.57,0.43
59.7,15.8,2779.33,1206.12,405.54,0.43
59.7,15.9,2769.97,1201.23,405.69,0.43
59.7,16.0,2819.11,1222.8,407.82,0.43
59.7,16.1,2827.15,1226.67,408.65,0.43
59.7,16.2,2836.45,1232.52,408.31,0.43
59.7,16.3,2785.66,1208.37,394.94,0.43
59.7,16.4,2740.97,1188.83,398.68,0.43
59.7,16.5,2703.7,1173.3,392.31,0.43
59.7,16.6,2738.8,1189.02,395.02,0.43
59.7,16.7,2803.35,1217.55,401.75,0.43
59.7,16.8,2811.01,1221.16,406.73,0.43
59.7,16.9,2801.47,1217.67,417.86,0.43
59.7,17.0,2812.33,1222.32,418.3,0.43
59.7,17.1,2811.62,1221.98,418.54,0.43
59.7,17.2,2803.21,1219.18,430.03,0.43
59.7,17.3,2767.33,1204.77,432.11,0.44
59.7,17.4,2737.23,1192.28,422.85,0.44
59.7,17.5,2759.99,1204.68,428.54,0.44
59.7,17.6,2806.13,1222.78,437.48,0.44
59.7,17.7,2806.73,1222.45,440.03,0.44
59.7,17.8,2792.72,1216.88,444.34,0.44
59.7,17.9,2808.68,1223.14,442.18,0.44
59.7,18.0,2776.22,1209.59,446.11,0.44
59.7,18.1,2748.74,1197.72,442.57,0.44
59.7,18.2,2694.46,1173.52,424.68,0.44
59.7,18.3,2654.23,1155.54,401.22,0.44
59.7,18.4,2531.27,1101.08,367.5,0.43
59.8,12.0,3066.78,1323.85,431.89,0.43
59.8,12.1,3088.59,1333.24,432.26,0.43
59.8,12.2,3086.89,1334.4,439.42,0.43
59.8,12.3,3113.29,1350.79,438.49,0.43
59.8,12.4,3069.63,1329.03,426.07,0.43
59.8,12.5,3073.62,1328.85,427.32,0.43
59.8,12.6,3077.57,1331.58,427.45,0.43
59.8,12.7,3084.27,1330.48,433.68,0.43
59.8,12.8,3059.41,1319.98,425.78,0.43
59.8,12.9,3078.16,1326.3,440.49,0.43
59.8,13.0,3086.38,1330.53,454.36,0.43
59.8,13.1,3033.89,1314.52,432.58,0.43
59.8,13.2,2978.76,1290.37,420.53,0.43
59.8,13.3,3021.2,1306.06,454.51,0.43
59.8,13.4,3039.51,1313.07,459.7,0.43
59.8,13.5,2983.55,1291.09,446.82,0.43
59.8,13.6,3048.19,1315.38,469.99,0.43
59.8,13.7,3046.02,1316.34,479.47,0.43
59.8,13.8,3056.42,1318.62,504.02,0.43
59.8,13.9,3011.8,1299.15,512.35,0.43
59.8,14.0,2967.37,1278.36,500.39,0.43
59.8,14.1,2944.29,1271.15,502.89,0.43
59.8,14.2,2991.49,1289.56,514.96,0.43
59.8,14.3,2983.94,1287.26,510.38,0.43
59.8,14.4,2961.02,1277.19,494.91,0.43
59.8,14.5,2943.92,1270.48,494.47,0.43
59.8,14.6,2917.19,1258.12,477.18,0.43
59.8,14.7,2885.3,1243.87,460.93,0.43
59.8,14.8,2863.58,1235.85,439.93,0.43
59.8,14.9,2873.92,1239.05,428.69,0.43
59.8,15.0,2871.09,1238.49,412.41,0.43
59.8,15.1,2839.98,1227.44,408.73,0.43
59.8,15.2,2832.45,1224.58,404.66,0.43
59.8,15.3,2858.11,1235.61,411.17,0.43
59.8,15.4,2846.25,1232.15,403.01,0.43
59.8,15.5,2857.78,1236.23,408.69,0.43
59.8,15.6,2849.88,1234.02,406.84,0.43
59.8,15.7,2827.21,1225.2,397.51,0.43
59.8,15.8,2794.7,1211.32,405.86,0.43
59.8,15.9,2779.38,1205.84,405.98,0.43
59.8,16.0,2784.22,1207.44,406.97,0.43
59.8,16.1,2758.34,1196.34,400.09,0.43
59.8,16.2,2757.88,1196.47,395.83,0.43
59.8,16.3,2750.33,1192.73,382.82,0.43
59.8,16.4,2739.34,1188.57,388.35,0.43
59.8,16.5,2727.99,1184.17,394.49,0.43
59.8,16.6,2714.78,1178.6,391.44,0.43
59.8,16.7,2740.48,1189.73,397.75,0.43
59.8,16.8,2768.77,1202.35,401.34,0.43
59.8,16.9,2841.6,1235.33,422.19,0.43
59.8,17.0,2865.06,1245.74,429.43,0.43
59.8,17.1,2847.66,1238.06,435.06,0.43
59.8,17.2,2843.94,1236.28,443.32,0.43
59.8,17.3,2809.82,1222.32,435.01,0.44
59.8,17.4,2791.93,1215.5,432.33,0.44
59.8,17.5,2835.55,1234.71,440.77,0.44
59.8,17.6,2858.5,1244.87,440.2,0.44
59.8,17.7,2844.11,1238.12,442.81,0.44
59.8,17.8,2777.53,1209.25,444.38,0.44
59.8,17.9,2788.85,1213.71,446.08,0.44
59.8,18.0,2734.1,1189.81,436.7,0.44
59.8,18.1,2718.12,1182.33,438.66,0.43
59.8,18.2,2677.16,1163.82,426.79,0.43
59.8,18.3,2685.86,1167.67,437.03,0.43
59.8,18.4,2570.68,1116.29,408.97,0.43
59.8,18.5,2518.11,1094.06,400.62,0.43
59.9,12.1,3006.32,1298.0,415.17,0.43
59.9,12.2,3020.58,1303.34,421.79,0.43
59.9,12.3,3023.85,1306.24,429.16,0.43
59.9,12.4,3004.88,1297.81,425.86,0.43
59.9,12.5,3011.22,1301.66,422.33,0.43
59.9,12.6,3037.38,1311.81,428.81,0.43
59.9,12.7,3025.67,1305.08,431.69,0.43
59.9,12.8,2997.69,1291.03,424.52,0.43
59.9,12.9,2976.17,1282.6,435.28,0.43
59.9,13.0,2971.52,1283.09,445.53,0.43
59.9,13.1,2999.38,1297.52,453.89,0.43
59.9,13.2,2954.07,1279.97,417.46,0.43
59.9,13.3,2973.66,1284.62,450.42,0.43
59.9,13.4,3022.67,1302.92,470.21,0.43
59.9,13.5,2960.27,1279.79,441.88,0.43
59.9,13.6,2974.14,1283.71,448.33,0.43
59.9,13.7,2962.05,1279.11,454.76,0.43
59.9,13.8,2916.36,1257.39,454.28,0.43
59.9,13.9,2916.21,1254.89,462.62,0.43
59.9,14.0,2943.54,1268.19,476.01,0.43
59.9,14.1,2936.05,1265.1,472.41,0.43
59.9,14.2,2913.08,1254.98,467.98,0.43
59.9,14.3,2921.18,1257.58,474.95,0.43
59.9,14.4,2922.56,1261.05,469.74,0.43
59.9,14.5,2946.77,1271.46,470.42,0.43
59.9,14.6,2940.33,1268.43,459.72,0.43
59.9,14.7,2933.22,1266.78,438.45,0.43
59.9,14.8,2927.6,1263.5,432.38,0.43
59.9,14.9,2905.3,1254.93,416.67,0.43
59.9,15.0,2889.42,1247.71,402.73,0.43
59.9,15.1,2847.92,1227.67,395.85,0.43
59.9,15.2,2839.56,1224.24,397.37,0.43
59.9,15.3,2839.42,1224.86,404.74,0.43
59.9,15.4,2842.34,1227.19,408.5,0.43
59.9,15.5,2889.47,1249.42,411.55,0.43
59.9,15.6,2881.49,1247.29,407.88,0.43
59.9,15.7,2878.81,1247.83,401.08,0.43
59.9,15.8,2829.96,1226.4,404.15,0.43
59.9,15.9,2817.41,1220.82,413.91,0.43
59.9,16.0,2786.22,1209.52,415.77,0.43
59.9,16.1,2716.82,1177.76,401.04,0.43
59.9,16.2,2729.11,1182.92,398.27,0.43
59.9,16.3,2740.52,1189.27,400.08,0.43
59.9,16.4,2738.02,1188.72,400.67,0.43
59.9,16.5,2723.2,1182.06,406.9,0.43
59.9,16.6,2728.23,1184.67,401.35,0.43
59.9,16.7,2779.23,1206.77,399.69,0.43
59.9,16.8,2809.83,1219.95,412.33,0.43
59.9,16.9,2843.43,1234.93,424.01,0.43
59.9,17.0,2829.5,1229.58,424.7,0.43
59.9,17.1,2778.8,1206.75,427.67,0.43
59.9,17.2,2761.07,1199.52,441.54,0.43
59.9,17.3,2764.87,1201.78,440.37,0.43
59.9,17.4,2796.37,1216.3,439.77,0.43
59.9,17.5,2838.43,1235.2,433.28,0.44
59.9,17.6,2845.67,1238.36,436.29,0.44
59.9,17.7,2864.34,1246.12,445.24,0.44
59.9,17.8,2804.71,1219.95,438.36,0.43
59.9,17.9,2769.6,1205.11,428.4,0.44
59.9,18.0,2733.52,1189.24,436.14,0.44
59.9,18.1,2747.23,1194.82,445.36,0.43
59.9,18.2,2710.03,1177.83,448.38,0.43
59.9,18.3,2639.89,1145.98,417.88,0.43
59.9,18.4,2561.27,1111.15,404.62,0.43
59.9,18.5,2494.48,1081.98,398.93,0.43
59.9,18.6,2490.13,1079.45,383.83,0.43
60.0,12.2,2978.6,1286.95,409.91,0.43
60.0,12.3,2979.51,1284.77,410.33,0.43
60.0,12.4,2945.31,1271.35,405.44,0.43
60.0,12.5,2941.93,1267.63,408.68,0.43
60.0,12.6,2969.67,1277.57,421.04,0.43
60.0,12.7,2982.58,1286.2,432.24,0.43
60.0,12.8,2978.36,1284.68,436.5,0.43
60.0,12.9,2950.98,1272.87,432.19,0.43
60.0,13.0,2965.35,1278.2,436.82,0.43
60.0,13.1,3014.03,1307.36,450.92,0.43
60.0,13.2,2896.62,1251.75,406.56,0.43
60.0,13.3,2900.38,1251.49,439.03,0.43
60.0,13.4,2948.63,1271.51,458.49,0.43
60.0,13.5,2979.98,1290.28,435.88,0.43
60.0,13.6,2942.3,1273.73,431.94,0.43
60.0,13.7,2880.39,1243.18,428.26,0.43
60.0,13.8,2965.39,1281.17,454.67,0.43
60.0,13.9,2895.55,1245.98,434.54,0.43
60.0,14.0,2946.84,1268.83,441.39,0.43
60.0,14.1,2978.07,1284.08,449.15,0.43
60.0,14.2,2982.68,1284.91,454.9,0.43
60.0,14.3,2986.44,1287.12,453.97,0.43
60.0,14.4,2990.23,1288.61,451.58,0.43
60.0,14.5,2986.02,1286.58,436.48,0.43
60.0,14.6,2971.92,1282.05,426.84,0.43
60.0,14.7,2962.22,1277.13,411.84,0.43
60.0,14.8,2974.43,1281.94,411.15,0.43
60.0,14.9,2990.66,1290.47,422.48,0.43
60.0,15.0,2951.73,1274.21,419.77,0.43
60.0,15.1,2919.11,1259.04,412.95,0.43
60.0,15.2,2909.37,1256.57,409.87,0.43
60.0,15.3,2902.41,1253.81,414.18,0.43
60.0,15.4,2872.62,1241.91,414.4,0.43
60.0,15.5,2887.4,1248.88,426.21,0.43
60.0,15.6,2910.58,1259.56,428.06,0.43
60.0,15.7,2914.87,1264.51,427.72,0.43
60.0,15.8,2853.14,1237.92,424.58,0.43
60.0,15.9,2853.08,1237.36,426.67,0.43
60.0,16.0,2831.36,1228.06,427.47,0.43
60.0,16.1,2767.05,1200.88,414.39,0.43
60.0,16.2,2736.93,1188.49,407.24,0.43
60.0,16.3,2734.0,1186.42,411.94,0.43
60.0,16.4,2756.33,1195.58,415.14,0.43
60.0,16.5,2771.36,1202.68,422.03,0.43
60.0,16.6,2778.35,1206.54,419.56,0.43
60.0,16.7,2728.81,1185.08,414.2,0.43
60.0,16.8,2714.2,1177.87,411.96,0.43
60.0,16.9,2715.03,1178.03,413.73,0.43
60.0,17.0,2733.0,1185.75,410.74,0.43
60.0,17.1,2738.54,1187.66,414.28,0.43
60.0,17.2,2749.12,1193.07,424.59,0.43
60.0,17.3,2775.3,1205.2,433.25,0.43
60.0,17.4,2764.77,1201.24,434.03,0.43
60.0,17.5,2790.33,1213.17,433.05,0.43
60.0,17.6,2887.22,1255.53,444.96,0.43
60.0,17.7,2928.49,1273.37,458.1,0.43
60.0,17.8,2899.6,1260.63,470.79,0.43
60.0,17.9,2833.47,1231.97,463.4,0.43
60.0,18.0,2785.17,1210.98,457.17,0.43
60.0,18.1,2740.27,1190.87,452.55,0.43
60.0,18.2,2712.39,1177.8,455.4,0.43
60.0,18.3,2694.05,1169.06,446.63,0.43
60.0,18.4,2664.42,1155.24,435.51,0.43
60.0,18.5,2548.01,1104.0,397.48,0.43
60.0,18.6,2529.13,1095.62,377.29,0.43
60.0,18.7,2571.42,1114.08,392.31,0.43
60.1,12.3,2941.33,1266.7,412.34,0.43
60.1,12.4,2961.9,1276.27,414.92,0.43
60.1,12.5,2939.51,1264.63,418.74,0.43
60.1,12.6,2926.35,1256.8,426.48,0.43
60.1,12.7,2944.43,1265.17,438.81,0.43
60.1,12.8,2972.67,1278.92,451.39,0.43
60.1,12.9,2981.0,1283.92,453.4,0.43
60.1,13.0,2958.51,1280.51,443.61,0.43
60.1,13.1,2929.13,1265.3,435.17,0.43
60.1,13.2,2984.23,1285.37,465.65,0.43
60.1,13.3,3004.76,1295.44,474.25,0.43
60.1,13.4,3023.28,1303.18,479.05,0.43
60.1,13.5,3062.22,1325.64,463.38,0.43
60.1,13.6,3045.92,1315.46,475.48,0.43
60.1,13.7,2957.3,1276.97,451.86,0.43
60.1,13.8,2935.2,1269.18,451.74,0.43
60.1,13.9,2920.91,1259.03,435.03,0.43
60.1,14.0,2962.98,1277.08,437.8,0.43
60.1,14.1,3003.77,1293.91,430.52,0.43
60.1,14.2,3010.76,1298.64,432.87,0.43
60.1,14.3,3023.93,1306.33,441.93,0.43
60.1,14.4,2989.39,1287.05,435.33,0.43
60.1,14.5,2987.49,1286.6,431.28,0.43
60.1,14.6,2989.33,1286.9,422.59,0.43
60.1,14.7,2988.56,1287.28,416.88,0.43
60.1,14.8,3003.27,1295.17,412.42,0.43
60.1,14.9,3039.0,1310.91,423.75,0.43
60.1,15.0,3011.06,1300.73,422.51,0.43
60.1,15.1,2979.22,1288.32,422.13,0.43
60.1,15.2,2935.51,1273.94,424.85,0.43
60.1,15.3,2904.51,1256.62,432.06,0.43
60.1,15.4,2908.95,1259.98,432.4,0.43
60.1,15.5,2968.92,1288.59,438.36,0.43
60.1,15.6,2896.99,1259.45,425.51,0.43
60.1,15.7,2836.68,1228.72,424.37,0.43
60.1,15.8,2832.88,1227.36,418.47,0.43
60.1,15.9,2827.58,1225.9,406.15,0.43
60.1,16.0,2822.45,1222.78,417.52,0.43
60.1,16.1,2829.18,1226.33,430.3,0.43
60.1,16.2,2811.52,1220.29,419.88,0.43
60.1,16.3,2760.05,1198.3,420.52,0.43
60.1,16.4,2729.88,1184.97,410.12,0.43
60.1,16.5,2720.96,1181.66,418.14,0.43
60.1,16.6,2760.33,1198.86,424.78,0.43
60.1,16.7,2687.97,1167.42,412.82,0.43
60.1,16.8,2685.11,1164.85,394.74,0.43
60.1,16.9,2660.2,1154.09,398.93,0.43
60.1,17.0,2680.28,1163.28,411.59,0.43
60.1,17.1,2741.2,1190.23,422.15,0.43
60.1,17.2,2772.72,1204.59,430.68,0.43
60.1,17.3,2810.24,1220.99,441.23,0.43
60.1,17.4,2792.15,1212.96,440.69,0.43
60.1,17.5,2830.83,1230.37,444.73,0.43
60.1,17.6,2903.78,1262.53,457.33,0.43
60.1,17.7,2943.23,1279.82,470.1,0.43
60.1,17.8,2950.34,1282.91,485.98,0.43
60.1,17.9,2931.78,1274.85,492.02,0.43
60.1,18.0,2864.17,1245.52,484.74,0.43
60.1,18.1,2783.47,1210.22,465.63,0.43
60.1,18.2,2792.78,1213.26,457.35,0.43
60.1,18.3,2808.16,1218.68,459.16,0.43
60.1,18.4,2769.47,1201.56,437.67,0.43
60.1,18.5,2663.95,1155.5,413.75,0.43
60.1,18.6,2644.62,1146.78,394.53,0.43
60.1,18.7,2678.75,1161.62,399.07,0.43
60.2,12.4,2945.04,1271.32,435.59,0.43
60.2,12.5,2904.78,1247.47,428.07,0.43
60.2,12.6,2907.7,1247.73,443.0,0.43
60.2,12.7,2903.87,1247.74,446.65,0.43
60.2,12.8,2916.73,1254.25,444.68,0.43
60.2,12.9,2918.7,1260.07,436.26,0.43
60.2,13.0,2936.55,1269.1,438.23,0.43
60.2,13.1,2964.44,1281.02,449.71,0.43
60.2,13.2,2998.31,1293.73,466.88,0.43
60.2,13.3,3060.58,1318.9,488.98,0.43
60.2,13.4,3052.16,1316.39,482.77,0.43
60.2,13.5,3019.86,1304.97,460.83,0.43
60.2,13.6,3021.43,1301.95,472.21,0.43
60.2,13.7,3045.88,1320.8,474.0,0.43
60.2,13.8,3005.58,1295.92,472.1,0.43
60.2,13.9,3087.15,1330.9,486.13,0.43
60.2,14.0,2999.5,1293.13,449.74,0.43
60.2,14.1,3017.82,1299.1,455.05,0.43
60.2,14.2,3048.61,1313.93,457.7,0.43
60.2,14.3,3090.69,1328.89,454.85,0.43
60.2,14.4,3077.83,1326.39,446.38,0.43
60.2,14.5,3067.77,1321.08,441.72,0.43
60.2,14.6,3074.74,1324.82,444.76,0.43
60.2,14.7,3073.06,1326.11,438.55,0.43
60.2,14.8,3083.89,1333.56,437.48,0.43
60.2,14.9,3073.56,1329.55,440.31,0.43
60.2,15.0,3163.67,1376.47,462.31,0.44
60.2,15.1,3186.35,1390.98,473.33,0.44
60.2,15.2,3020.99,1309.33,446.0,0.43
60.2,15.3,2972.21,1288.75,444.56,0.43
60.2,15.4,2933.08,1270.39,457.72,0.43
60.2,15.5,2900.19,1258.3,440.84,0.43
60.2,15.6,2878.13,1247.22,448.13,0.43
60.2,15.7,2877.44,1246.41,451.08,0.43
60.2,15.8,2860.0,1238.81,441.01,0.43
60.2,15.9,2867.02,1242.67,433.8,0.43
60.2,16.0,2871.17,1244.87,428.54,0.43
60.2,16.1,2884.83,1252.61,438.33,0.43
60.2,16.2,2834.06,1231.18,446.23,0.43
60.2,16.3,2759.03,1199.03,433.69,0.43
60.2,16.4,2656.61,1154.13,423.31,0.43
60.2,16.5,2724.21,1187.02,442.09,0.44
60.2,16.6,2708.59,1178.45,426.08,0.44
60.2,16.7,2661.61,1156.47,418.44,0.43
60.2,16.8,2847.81,1245.32,448.39,0.44
60.2,16.9,2685.92,1165.78,416.73,0.43
60.2,17.0,2727.97,1183.91,431.3,0.43
60.2,17.1,2724.95,1182.59,437.08,0.43
60.2,17.2,2760.97,1198.81,447.43,0.43
60.2,17.3,2798.26,1216.23,458.72,0.43
60.2,17.4,2867.97,1248.75,467.62,0.44
60.2,17.5,2896.17,1257.97,467.22,0.43
60.2,17.6,2933.21,1275.0,480.67,0.43
60.2,17.7,2972.38,1292.22,493.19,0.43
60.2,17.8,2984.9,1297.71,497.24,0.43
60.2,17.9,2957.92,1286.42,498.91,0.43
60.2,18.0,2858.0,1241.93,487.27,0.43
60.2,18.1,2833.41,1230.88,470.99,0.43
60.2,18.2,2870.71,1247.47,467.85,0.43
60.2,18.3,2829.7,1228.25,452.5,0.43
60.2,18.4,2788.79,1210.27,443.6,0.43
60.2,18.5,2808.1,1222.32,446.6,0.44
60.3,12.4,2868.58,1231.08,425.42,0.43
60.3,12.5,2870.57,1232.38,430.55,0.43
60.3,12.6,2889.35,1239.12,444.72,0.43
60.3,12.7,2935.54,1262.19,452.03,0.43
60.3,12.8,2949.74,1271.25,458.5,0.43
60.3,12.9,2971.38,1278.91,476.14,0.43
60.3,13.0,3012.03,1297.28,480.33,0.43
60.3,13.1,3018.56,1300.83,480.16,0.43
60.3,13.2,3055.13,1314.22,481.62,0.43
60.3,13.3,3087.58,1327.72,498.08,0.43
60.3,13.4,3085.08,1329.2,499.08,0.43
60.3,13.5,3102.09,1337.35,500.82,0.43
60.3,13.6,3080.9,1329.62,498.19,0.43
60.3,13.7,3111.01,1340.51,498.07,0.43
60.3,13.8,3112.17,1341.56,488.58,0.43
60.3,13.9,3137.47,1349.71,487.06,0.43
60.3,14.0,3094.95,1330.54,467.57,0.43
60.3,14.1,3076.29,1324.52,464.37,0.43
60.3,14.2,3087.71,1328.13,461.07,0.43
60.3,14.3,3112.38,1340.49,465.11,0.43
60.3,14.4,3124.21,1350.73,467.9,0.43
60.3,14.5,3087.17,1332.97,456.91,0.43
60.3,14.6,3068.35,1324.33,443.38,0.43
60.3,14.7,3097.0,1337.18,450.97,0.43
60.3,14.8,3100.1,1338.64,462.52,0.43
60.3,14.9,3084.6,1332.85,458.43,0.43
60.3,15.0,3046.27,1319.07,459.07,0.43
60.3,15.1,3064.3,1325.25,472.93,0.43
60.3,15.2,3069.78,1334.42,471.28,0.43
60.3,15.3,3016.08,1305.92,464.91,0.43
60.3,15.4,2966.13,1286.52,457.51,0.43
60.3,15.5,2946.48,1275.77,455.28,0.43
60.3,15.6,2926.64,1268.69,469.04,0.43
60.3,15.7,2899.48,1254.63,470.99,0.43
60.3,15.8,2892.83,1253.38,468.62,0.43
60.3,15.9,2894.3,1255.73,461.53,0.43
60.3,16.0,2867.62,1244.58,451.79,0.43
60.3,16.1,2789.92,1209.54,440.97,0.43
60.3,16.2,2774.93,1201.71,443.65,0.43
60.3,16.3,2760.18,1195.17,446.81,0.43
60.3,16.4,2699.71,1170.86,443.1,0.43
60.3,16.5,2632.28,1142.28,419.69,0.43
60.3,16.6,2636.88,1143.4,416.76,0.43
60.3,16.7,2635.59,1143.31,409.36,0.43
60.3,16.8,2648.51,1150.7,403.55,0.43
60.3,16.9,2662.57,1155.26,404.77,0.43
60.3,17.0,2858.36,1243.63,441.88,0.44
60.3,17.1,2765.28,1199.9,427.42,0.43
60.3,17.2,2805.28,1218.68,439.59,0.43
60.3,17.3,2815.66,1222.26,457.89,0.43
60.3,17.4,2888.15,1254.26,470.1,0.43
60.3,17.5,2901.72,1260.23,479.97,0.43
60.3,17.6,2941.23,1277.62,486.62,0.43
60.3,17.7,2969.71,1290.84,493.24,0.43
60.3,17.8,2969.39,1290.08,503.34,0.43
60.3,17.9,2958.81,1286.29,496.26,0.43
60.3,18.0,2927.88,1272.93,485.07,0.43
60.3,18.1,2954.08,1283.74,478.78,0.43
60.3,18.2,2956.02,1284.45,477.08,0.43
60.3,18.3,2894.3,1257.2,457.81,0.43
60.3,18.4,2837.45,1232.41,440.6,0.43
60.4,12.4,2920.94,1255.46,432.98,0.43
60.4,12.5,2924.4,1255.12,450.47,0.43
60.4,12.6,2963.27,1271.98,468.87,0.43
60.4,12.7,3000.72,1288.18,482.05,0.43
60.4,12.8,3007.35,1290.71,484.09,0.43
60.4,12.9,3028.18,1302.68,486.11,0.43
60.4,13.0,3036.67,1306.12,487.87,0.43
60.4,13.1,3018.56,1299.31,480.7,0.43
60.4,13.2,3047.8,1310.53,498.0,0.43
60.4,13.3,3073.54,1323.33,507.31,0.43
60.4,13.4,3085.14,1326.4,501.19,0.43
60.4,13.5,3101.96,1333.87,508.91,0.43
60.4,13.6,3113.66,1338.69,500.39,0.43
60.4,13.7,3144.83,1351.62,494.18,0.43
60.4,13.8,3201.91,1385.09,504.39,0.43
60.4,13.9,3104.33,1334.47,470.47,0.43
60.4,14.0,3093.72,1331.74,468.84,0.43
60.4,14.1,3107.87,1340.41,465.46,0.43
60.4,14.2,3095.96,1333.73,460.48,0.43
60.4,14.3,3111.01,1340.37,467.35,0.43
60.4,14.4,3106.98,1339.83,458.72,0.43
