avg_speed,max_speed,data_points,first_date,last_date,station_id,name,lat,lon,height,last_updated
2.1772302591922847,10.0,26544,2025-05-04,2025-05-04,25009,Sävastön,65.7576,21.7637,0.0,2025-05-04 18:00:00
2.583778120864579,10.8,9068,2025-05-04,2025-05-04,72001,Sävenäs GBG,57.7271,12.0372,0.0,2025-05-04 18:00:00
4.305156963635312,24.0,605395,2025-05-04,2025-05-04,82260,Såtenäs,58.428,12.711,55.1,2025-05-04 18:00:00
7.352867447732167,30.0,365569,2025-05-04,2025-05-04,99450,Söderarm A,59.7531,19.4054,14.006,2025-05-04 18:00:00
3.833694956340636,29.1,234314,2025-05-04,2025-05-04,178970,Tarfala A,67.9124,18.6101,1143.653,2025-05-04 18:00:00
2.686268046674138,13.0,151690,2025-05-04,2025-05-04,169790,Tjåkaape,66.309,19.21,580.4,2025-05-04 18:00:00
2.902431317544807,13.6,253813,2025-05-04,2025-05-04,74300,Tomtabacken A,57.4981,14.4645,355.895,2025-05-04 18:00:00
1.1199039988450987,13.0,249372,2025-05-04,2025-05-04,126290,Torpshammar A,62.4935,16.2742,99.137,2025-05-04 18:00:00
2.3319020692226435,10.3,16093,2025-05-04,2025-05-04,16035,Torsöbron V,58.7812,13.8468,0.0,2025-05-04 18:00:00
2.8112431020683264,15.3,142434,2025-05-04,2025-05-04,63590,Torup A,56.9494,13.0601,132.532,2025-05-04 18:00:00
4.196019900497513,13.9,10050,2025-05-04,2025-05-04,71003,Trelleborg GBG,55.3694,13.1588,0.0,2025-05-04 18:00:00
2.9676448951303467,22.0,516546,2025-05-04,2025-05-04,97100,Tullinge A,59.1785,17.9093,44.858,2025-05-04 18:00:00
1.2632224672470993,9.3,253489,2025-05-04,2025-05-04,122260,Tännäs A,62.4494,12.6676,723.013,2025-05-04 18:00:00
1.273076923076923,8.2,2210,2025-05-04,2025-05-04,17045,Töcksfors,59.5066,11.8158,0.0,2025-05-04 18:00:00
1.244442854985735,8.9,251658,2025-05-04,2025-05-04,72090,Ullared A,57.1134,12.7732,122.356,2025-05-04 18:00:00
3.131769639760592,19.0,505747,2025-05-04,2025-05-04,140480,Umeå Flygplats,63.7931,20.28,7.31,2025-05-04 18:00:00
2.078294385860549,20.0,326123,2025-05-04,2025-05-04,97510,Uppsala Aut,59.8471,17.632,23.535,2025-05-04 18:00:00
3.6263180749415547,25.0,594143,2025-05-04,2025-05-04,97530,Uppsala Flygplats,59.9,17.593,20.6,2025-05-04 18:00:00
6.936302480114871,30.0,291801,2025-05-04,2025-05-04,55570,Utklippan A,55.9557,15.7048,2.391,2025-05-04 18:00:00
1.1845177923267411,6.9,29479,2025-05-04,2025-05-04,15060,V Horred,57.3554,12.4618,0.0,2025-05-04 18:00:00
1.7106376456161865,8.4,3262,2025-05-04,2025-05-04,19024,Vallbymotet,59.6172,16.5112,0.0,2025-05-04 18:00:00
2.0563191795384905,19.0,239865,2025-05-04,2025-05-04,160970,Vidsel,65.875,20.15,182.566,2025-05-04 18:00:00
2.233421470121628,16.8,253394,2025-05-04,2025-05-04,146350,Vilhelmina A,64.5798,16.8386,348.198,2025-05-04 18:00:00
7.088803133239401,36.0,286732,2025-05-04,2025-05-04,71380,Vinga A,57.6322,11.6048,18.205,2025-05-04 18:00:00
5.095565757737941,23.0,575476,2025-05-04,2025-05-04,78400,Visby Flygplats,57.6678,18.3516,41.05,2025-05-04 18:00:00
4.918944425443236,22.1,251446,2025-05-04,2025-05-04,84050,Visingsö A,58.0948,14.4058,93.582,2025-05-04 18:00:00
1.731195288874741,7.4,6283,2025-05-04,2025-05-04,11031,Visseltofta,56.4308,13.8754,0.0,2025-05-04 18:00:00
1.7609469658510168,9.9,29547,2025-05-04,2025-05-04,25061,Vittangi,67.6673,21.6757,0.0,2025-05-04 18:00:00
7.816351370572814,30.1,344491,2025-05-04,2025-05-04,81350,Väderöarna A,58.576,11.0661,22.356,2025-05-04 18:00:00
2.0062672811059907,8.6,3255,2025-05-04,2025-05-04,75003,Västerås västra GBG,59.5959,16.5086,0.0,2025-05-04 18:00:00
1.812482307288602,12.0,251516,2025-05-04,2025-05-04,138070,Västmarkum A,63.1243,18.2518,141.392,2025-05-04 18:00:00
3.0571867574349483,16.8,255449,2025-05-04,2025-05-04,64510,Växjö A,56.8463,14.8296,198.861,2025-05-04 18:00:00
2.2750243020142786,13.8,251008,2025-05-04,2025-05-04,173900,Ylinenjärvi A,66.6223,23.4635,133.672,2025-05-04 18:00:00
1.2192474288177695,8.8,48713,2025-05-04,2025-05-04,22046,Ytterturingen2,62.4295,14.9926,0.0,2025-05-04 18:00:00
